trajectory_id,generation_mode,random_seed,initial_airspeed,initial_altitude,initial_alpha,maximum_alpha,minimum_alpha,maximum_abs_gamma,whether_stall_occurred,time_of_first_stall,termination_reason,n_steps,duration_actual_s
altF_trainval_00010,gradual_alt_single_capped,20262817,42.33258182085278,884.2718501897765,0.081865716786399,0.39391335486111423,0.04803788663760966,0.752274406798612,True,12.43,completed_normally,2001,20.0
altF_trainval_00011,gradual_alt_single_capped,20262817,30.037984162776873,520.2768687784717,0.190391330079541,0.24392515763865835,0.01806274254143958,0.5497628970462286,False,,completed_normally,2001,20.0
altF_trainval_00012,gradual_alt_single_capped,20262817,62.408673486473106,1390.770960564676,0.01837651445252818,0.01837651445252818,-0.08583370183537009,0.7863205025767993,False,,validity_envelope_gamma_exceeded,579,5.78
altF_trainval_00013,gradual_alt_single_capped,20262817,58.27686379483339,1112.459777990901,0.026415910089508977,0.153840050395613,0.026415910089508977,0.7866689545401083,False,,validity_envelope_gamma_exceeded,897,8.96
altF_trainval_00014,gradual_alt_single_capped,20262817,39.25596948110835,963.6354485865444,0.10057677604375953,0.10057677604375953,-0.022884688551546073,0.5403255202575415,False,,completed_normally,2001,20.0
altF_trainval_00015,gradual_alt_single_capped,20262817,40.45312368271644,1269.3556551817758,0.09281955141317283,0.30787761479628684,0.04560001805746239,0.62980079839548,True,9.68,completed_normally,2001,20.0
altF_trainval_00016,gradual_alt_single_capped,20262817,45.205368609289515,823.2566712833451,0.0675691635990453,0.0675691635990453,-0.08058052685109651,0.7861882483024051,False,,validity_envelope_gamma_exceeded,950,9.49
altF_trainval_00017,gradual_alt_single_capped,20262817,64.0163968144316,1652.6757861449898,0.015655646375887265,0.1418923936675598,0.015655646375798544,0.7878247381593741,False,,validity_envelope_gamma_exceeded,714,7.13
altF_trainval_00018,gradual_alt_single_capped,20262817,74.26764011787571,1483.9228219577028,0.002218050660322467,0.1113634089705644,0.002218050660284486,0.7868961890146001,False,,validity_envelope_gamma_exceeded,875,8.74
altF_trainval_00019,gradual_alt_single_capped,20262817,47.48213672686274,1668.716330345607,0.05796778141366117,0.05796778141366117,-0.0677483983945768,0.7823725293893978,False,,completed_normally,2001,20.0
altF_trainval_00020,gradual_alt_single_capped,20262817,50.91831218068829,1864.9564506445918,0.04577693554770457,0.04577693554770457,-0.0837047263371622,0.7862408062670067,False,,validity_envelope_gamma_exceeded,854,8.53
altF_trainval_00021,gradual_alt_single_capped,20262817,31.430810318110307,1873.0329300937124,0.17221279386152305,0.2996589803006649,0.023931747561315664,0.5339465517839262,True,19.71,completed_normally,2001,20.0
altF_trainval_00022,gradual_alt_single_capped,20262817,67.10977942681755,919.799921505885,0.010953838531979499,0.10859242940891534,0.010953838531929924,0.7858896819234786,False,,validity_envelope_gamma_exceeded,751,7.5
altF_trainval_00023,gradual_alt_single_capped,20262817,55.17641738573772,1296.049980330234,0.033651000106036,0.033651000106036,-0.09979457636086864,0.7874307770105968,False,,validity_envelope_gamma_exceeded,815,8.14
altF_trainval_00024,gradual_alt_single_capped,20262817,30.831769636987865,1807.343937282448,0.17974703467834688,0.2557765864650772,0.026873937363258327,0.5346249086725476,False,,completed_normally,2001,20.0
altF_trainval_00025,gradual_alt_single_capped,20262817,60.48042936738392,503.5719708968774,0.02192639032956836,0.13413525264165216,0.02192639032956836,0.7864233139239927,False,,validity_envelope_gamma_exceeded,847,8.46
altF_trainval_00026,gradual_alt_single_capped,20262817,53.77617819068918,1987.1668602154077,0.03732850275789752,0.1850080936187905,0.03732850275789752,0.6903549840148266,False,,completed_normally,2001,20.0
altF_trainval_00027,gradual_alt_single_capped,20262817,70.69181681593349,1515.9812732755013,0.00625404804401527,0.09529882474319307,0.006254048043850348,0.7859165680039774,False,,validity_envelope_gamma_exceeded,1077,10.76
altF_trainval_00028,gradual_alt_single_capped,20262817,42.38492770298005,1807.6744207438674,0.08158020443149708,0.08158020443149708,-0.07174376295860152,0.7854184005104631,False,,validity_envelope_gamma_exceeded,710,7.09
altF_trainval_00029,gradual_alt_single_capped,20262817,56.24253565276339,993.2731580568408,0.03103007432175604,0.03103007432175604,-0.06738886521415577,0.7135131061838197,False,,completed_normally,2001,20.0
altF_trainval_00030,gradual_alt_single_capped,20262817,31.174172155871418,1254.8872970867849,0.1753918799510271,0.5280155260895176,0.15619792345915748,0.175581250618754,True,4.96,completed_normally,2001,20.0
altF_trainval_00031,gradual_alt_single_capped,20262817,34.726944841917366,1109.044874596367,0.1368001038768811,0.1368001038768811,-0.020624353791602656,0.5997150168989684,False,,completed_normally,2001,20.0
altF_trainval_00032,gradual_alt_single_capped,20262817,74.7002980854461,725.8323640839606,0.0017682683100676176,0.0017682683102246107,-0.10034448243103511,0.7855855905036081,False,,validity_envelope_gamma_exceeded,760,7.59
altF_trainval_00033,gradual_alt_single_capped,20262817,59.19510230928381,660.5420193080149,0.024485001442865622,0.14620357937923012,0.024485001442865622,0.7870815661651961,False,,validity_envelope_gamma_exceeded,1082,10.81
altF_trainval_00034,gradual_alt_single_capped,20262817,72.78810747242187,568.33755524257,0.0038166445353450644,0.10632036545239842,0.0038166445353450644,0.7859336584858548,False,,validity_envelope_gamma_exceeded,1056,10.55
altF_trainval_00035,gradual_alt_single_capped,20262817,41.648189866506385,1789.2016336608917,0.08569288232749853,0.3946191547800935,0.04365652595977432,0.7391335410775542,True,8.8,completed_normally,2001,20.0
altF_trainval_00036,gradual_alt_single_capped,20262817,38.66942196988098,1939.3071966709067,0.10462337979879685,0.1046233797989324,-0.06383164239700123,0.786169166597268,False,,validity_envelope_gamma_exceeded,647,6.46
altF_trainval_00037,gradual_alt_single_capped,20262817,50.71265187988201,1293.9636193522958,0.0464393079989638,0.046439307999076675,-0.0852025506106987,0.7863965814375342,False,,validity_envelope_gamma_exceeded,953,9.52
altF_trainval_00038,gradual_alt_single_capped,20262817,34.286852053293295,1880.853564334629,0.14101513263837107,0.14101513263840101,-0.018201998163178412,0.5676494557696392,False,,completed_normally,2001,20.0
altF_trainval_00039,gradual_alt_single_capped,20262817,32.812448962251544,500.2581063921112,0.15622913006708294,0.4325223163739413,0.12012291847517237,0.2737041322181402,True,6.72,completed_normally,2001,20.0
altF_trainval_00040,gradual_alt_single_capped,20262817,66.40574843664972,1447.1779274175803,0.0119670831949929,0.11205575818886693,0.011967083194905812,0.786190623450895,False,,validity_envelope_gamma_exceeded,1076,10.75
altF_trainval_00041,gradual_alt_single_capped,20262817,35.244491677784914,1393.7166194549443,0.13202030278998897,0.13202030279000135,-0.0055511104466125505,0.5311362454175679,False,,completed_normally,2001,20.0
altF_trainval_00042,gradual_alt_single_capped,20262817,36.76164166467122,1282.7048667990352,0.11903106112334377,0.3096453057055905,0.07018039205488957,0.5258194245121777,True,6.86,completed_normally,2001,20.0
altF_trainval_00043,gradual_alt_single_capped,20262817,45.92444220510732,1468.3987648080085,0.06438746138756798,0.06438746138756798,-0.06264115850246443,0.7420475800023154,False,,completed_normally,2001,20.0
altF_trainval_00044,gradual_alt_single_capped,20262817,49.938869740687466,1686.406868146501,0.049003368323297714,0.17280000402167922,0.049003368323232606,0.5986174833925183,False,,completed_normally,2001,20.0
altF_trainval_00045,gradual_alt_single_capped,20262817,69.16977788091435,1514.8169602300418,0.008162880318390683,0.008162880318390683,-0.07498030303920133,0.7614624584172609,False,,completed_normally,2001,20.0
altF_trainval_00046,gradual_alt_single_capped,20262817,34.72235969638563,1775.678748210968,0.13684329342876494,0.16892130075204947,0.00015782337795178236,0.5629431352471148,False,,completed_normally,2001,20.0
altF_trainval_00047,gradual_alt_single_capped,20262817,53.72975767514335,1063.5404676557903,0.037455270453386535,0.16818746914003593,0.03288683910288226,0.6513921983409083,False,,completed_normally,2001,20.0
altF_trainval_00048,gradual_alt_single_capped,20262817,73.22123637657981,1247.486081155541,0.003338709596453059,0.09598833444125177,0.003338709596453059,0.7863257335641618,False,,validity_envelope_gamma_exceeded,1067,10.66
altF_trainval_00049,gradual_alt_single_capped,20262817,44.2580129979643,1808.5537231266642,0.07199054065323193,0.07199054065323193,-0.06923039598777692,0.7367093334807521,False,,completed_normally,2001,20.0
altF_trainval_00050,gradual_alt_single_capped,20262817,32.25653859653982,1148.43380240137,0.16244252063803785,0.18445406241688556,-0.007507098543259871,0.6283156276120474,False,,completed_normally,2001,20.0
altF_trainval_00051,gradual_alt_single_capped,20262817,55.12415758041893,635.5090634917076,0.03378332868219363,0.03378332868235499,-0.08293545377901479,0.786667469529623,False,,validity_envelope_gamma_exceeded,841,8.4
altF_trainval_00052,gradual_alt_single_capped,20262817,46.40082512114664,1975.965475455525,0.06235770599783845,0.06235770599783845,-0.06510496499520646,0.7250983201628195,False,,completed_normally,2001,20.0
altF_trainval_00053,gradual_alt_single_capped,20262817,30.05988309227337,1733.5828710587775,0.19008653892985258,0.1900865389298559,-0.006998973454306778,0.5800127710479319,False,,completed_normally,2001,20.0
altF_trainval_00054,gradual_alt_single_capped,20262817,37.829391146084575,1934.0684402721065,0.11072266825273133,0.30099859637682846,0.06475331796835049,0.5710354959869747,True,7.930000000000001,completed_normally,2001,20.0
altF_trainval_00055,gradual_alt_single_capped,20262817,71.65596090475708,941.8051348047863,0.005106698860564023,0.09262349137674741,0.005106698860564023,0.7860668580426838,False,,validity_envelope_gamma_exceeded,997,9.96
altF_trainval_00056,gradual_alt_single_capped,20262817,48.29604915453302,1281.6204421599402,0.05485027238887176,0.2911283883422543,0.02868319121136098,0.7850760307852199,True,11.9,completed_normally,2001,20.0
altF_trainval_00057,gradual_alt_single_capped,20262817,63.70031012520324,1562.5829539108722,0.016174554600027147,0.01617455460010886,-0.10181288210722239,0.7870283728252808,False,,validity_envelope_gamma_exceeded,969,9.68
altF_trainval_00058,gradual_alt_single_capped,20262817,74.71742095539454,1657.1819966406206,0.0017506268302048588,0.11458042213641106,0.0017506268300204882,0.7867759633431528,False,,validity_envelope_gamma_exceeded,690,6.890000000000001
altF_trainval_00059,gradual_alt_single_capped,20262817,32.91751552110141,1574.6459392464865,0.1550856851602635,0.1550856851602635,0.009605286177115868,0.5036896344651175,False,,completed_normally,2001,20.0
altF_trainval_00060,gradual_alt_single_capped,20262817,40.08210624254706,1506.1336186317515,0.09515448729355544,0.09515448729362333,-0.04530695318742495,0.6826945859791325,False,,completed_normally,2001,20.0
altF_trainval_00061,gradual_alt_single_capped,20262817,65.96779060913627,1595.4319446996403,0.012613640582286874,0.012613640582286874,-0.080315172610393,0.7857900194237437,False,,validity_envelope_gamma_exceeded,1043,10.42
altF_trainval_00062,gradual_alt_single_capped,20262817,68.04472367083696,1908.3120007337184,0.009656051680103122,0.1282012856063094,0.009656051680103122,0.7875437628010779,False,,validity_envelope_gamma_exceeded,744,7.43
altF_trainval_00063,gradual_alt_single_capped,20262817,48.965557609422206,1287.1890555844636,0.05239826687068273,0.24461464098645075,0.05239826687068273,0.7283888411027631,False,,completed_normally,2001,20.0
altF_trainval_00064,gradual_alt_single_capped,20262817,51.77247572323305,883.7182079387024,0.043107967306246,0.043107967306246,-0.07693701234168815,0.7870051041452315,False,,validity_envelope_gamma_exceeded,985,9.84
altF_trainval_00065,gradual_alt_single_capped,20262817,33.58356565817226,622.0459764886702,0.14805398277930695,0.4841522836194455,0.11986618300028537,0.27696385703537935,True,7.8,completed_normally,2001,20.0
altF_trainval_00066,gradual_alt_single_capped,20262817,50.299989149075145,1453.7645163908708,0.04779237078316584,0.04779237078323785,-0.08714779830566122,0.787367309819005,False,,validity_envelope_gamma_exceeded,829,8.28
altF_trainval_00067,gradual_alt_single_capped,20262817,69.54867467103176,578.1773048515179,0.007676078891073844,0.007676078891143723,-0.07195467964810232,0.7486141220171268,False,,ground_contact,1444,14.43
altF_trainval_00068,gradual_alt_single_capped,20262817,60.9460478070632,1898.2125001345348,0.021038670328091248,0.021038670328091248,-0.08033115517276446,0.7854423740796592,False,,validity_envelope_gamma_exceeded,1069,10.68
altF_trainval_00069,gradual_alt_single_capped,20262817,34.72988330771126,1897.9326880160852,0.13677243305830447,0.39657827246408106,0.10384233630214074,0.3857113886892045,True,8.47,completed_normally,2001,20.0
altF_trainval_00070,gradual_alt_single_capped,20262817,74.34068705853052,1293.4082564027963,0.002141566254378375,0.002141566254378375,-0.0985973051458261,0.7879936985653719,False,,validity_envelope_gamma_exceeded,747,7.46
altF_trainval_00071,gradual_alt_single_capped,20262817,43.38633781294747,1805.6901665288601,0.0763060098047674,0.07630600980486199,-0.03805076543818792,0.5698744246270852,False,,completed_normally,2001,20.0
altF_trainval_00072,gradual_alt_single_capped,20262817,36.721746021045725,1418.4415292639374,0.11935425651524803,0.3240549278552006,0.0824068091972997,0.542104967091737,True,8.97,completed_normally,2001,20.0
altF_trainval_00073,gradual_alt_single_capped,20262817,41.36728510416398,1138.864199948601,0.08731589721415345,0.08731589721415345,-0.06025419157334311,0.7038246697880156,False,,completed_normally,2001,20.0
altF_trainval_00074,gradual_alt_single_capped,20262817,33.70805253733143,1190.326205534331,0.14677996921816464,0.45544030254432344,0.10925124945276037,0.29455928369998374,True,4.38,completed_normally,2001,20.0
altF_trainval_00075,gradual_alt_single_capped,20262817,32.69143424616981,620.7250109172312,0.1575580926308857,0.21506312547147138,0.008147678780027645,0.5970906943541002,False,,completed_normally,2001,20.0
altF_trainval_00076,gradual_alt_single_capped,20262817,68.52289553494882,1122.7847280107094,0.009012526902350649,0.009012526902350649,-0.09607440834341918,0.7870362955220965,False,,validity_envelope_gamma_exceeded,1029,10.28
altF_trainval_00077,gradual_alt_single_capped,20262817,34.14088683393596,1702.0740920192127,0.14244477665927077,0.4537523460322921,0.10440734880552548,0.30214865615389125,True,4.6000000000000005,completed_normally,2001,20.0
altF_trainval_00078,gradual_alt_single_capped,20262817,37.386001382900986,515.8198652682561,0.11409440436939791,0.11409440436946462,-0.06129144095074124,0.7634650616221822,False,,completed_normally,2001,20.0
altF_trainval_00079,gradual_alt_single_capped,20262817,53.22484563404176,1997.069932040157,0.03885518083159119,0.16647789770383303,0.0388551808315117,0.7866065675136492,False,,validity_envelope_gamma_exceeded,815,8.14
altF_trainval_00080,gradual_alt_single_capped,20262817,46.47624031676713,1000.4686980402291,0.0620418933191071,0.2196404362233607,0.04169617438033063,0.6365363230414114,False,,completed_normally,2001,20.0
altF_trainval_00081,gradual_alt_single_capped,20262817,47.06406423255063,1789.8038844421053,0.059630389366995176,0.2145956574138752,0.05963038936689511,0.7862185147997134,False,,validity_envelope_gamma_exceeded,1057,10.56
altF_trainval_00082,gradual_alt_single_capped,20262817,67.08851651026642,1532.428557786736,0.010983978970252078,0.010983978970252078,-0.08460679665563553,0.7878214868263599,False,,validity_envelope_gamma_exceeded,911,9.1
altF_trainval_00083,gradual_alt_single_capped,20262817,61.174327292626245,1922.3191343748406,0.020610733178495818,0.12824976889343098,0.020610733178491956,0.7863180712601225,False,,validity_envelope_gamma_exceeded,992,9.91
altF_trainval_00084,gradual_alt_single_capped,20262817,44.85365046640123,744.174665382556,0.06917929182480315,0.26953034109015994,0.06023191151218499,0.6844605569349704,False,,completed_normally,2001,20.0
altF_trainval_00085,gradual_alt_single_capped,20262817,39.26066872473138,503.7065004251789,0.10054503160188777,0.25742584135763596,0.0718665602459716,0.5361877013601738,False,,completed_normally,2001,20.0
altF_trainval_00086,gradual_alt_single_capped,20262817,55.6995654800127,1986.1845141371914,0.03234642235763227,0.03234642235763227,-0.07497118473877917,0.7832225635014011,False,,completed_normally,2001,20.0
altF_trainval_00087,gradual_alt_single_capped,20262817,73.11214324314047,629.3231309026093,0.0034582957743003397,0.00345829577445984,-0.08038189995348899,0.7875938095019227,False,,validity_envelope_gamma_exceeded,832,8.31
altF_trainval_00088,gradual_alt_single_capped,20262817,45.84311764456101,647.2782708346252,0.06474007920633995,0.06474007920646765,-0.05997356714150903,0.6900566610219767,False,,completed_normally,2001,20.0
altF_trainval_00089,gradual_alt_single_capped,20262817,61.14735998523318,1664.506792340976,0.02066104044227326,0.02066104044227326,-0.08567304747850735,0.7871067280264634,False,,validity_envelope_gamma_exceeded,538,5.37
altF_trainval_00090,gradual_alt_single_capped,20262817,61.82823579184541,1927.3283501951364,0.019410686050517864,0.13486959944042343,0.019410686050517864,0.7858845959226234,False,,validity_envelope_gamma_exceeded,941,9.4
altF_trainval_00091,gradual_alt_single_capped,20262817,67.4187120286951,1640.8848495296122,0.010519099933193936,0.010519099933218664,-0.08995228835440261,0.7856976068184196,False,,validity_envelope_gamma_exceeded,953,9.52
altF_trainval_00092,gradual_alt_single_capped,20262817,42.818585262765815,1333.0609610756028,0.0792530020304548,0.212969385114139,0.06640697412055807,0.5367382088324616,False,,completed_normally,2001,20.0
altF_trainval_00093,gradual_alt_single_capped,20262817,41.2324508672217,1204.8715091534234,0.08810607198990864,0.2187808544801567,0.05600783732158732,0.5077701038244073,False,,completed_normally,2001,20.0
altF_trainval_00094,gradual_alt_single_capped,20262817,69.78243383222951,852.8234468815244,0.007379655086860674,0.11679936945417191,0.007379655086860674,0.7878815610638974,False,,validity_envelope_gamma_exceeded,826,8.25
altF_trainval_00095,gradual_alt_single_capped,20262817,70.24696362361476,1097.7584729115167,0.006799267673453367,0.11878194118265084,0.006799267673453367,0.7857738107069249,False,,validity_envelope_gamma_exceeded,599,5.98
altF_trainval_00096,gradual_alt_single_capped,20262817,66.89571605330408,1498.5679382138972,0.011258574559220958,0.011258574559411396,-0.07747761428214506,0.7746291345127907,False,,completed_normally,2001,20.0
altF_trainval_00097,gradual_alt_single_capped,20262817,72.24368482850554,1946.9216308889593,0.004429504798102041,0.10566080500555597,0.004429504798102041,0.7870514807819002,False,,validity_envelope_gamma_exceeded,585,5.84
altF_trainval_00098,gradual_alt_single_capped,20262817,43.04537274201515,1968.4823989647218,0.07806250686364377,0.32456120803240834,0.041773962545177235,0.7174589469942007,True,11.44,completed_normally,2001,20.0
altF_trainval_00099,gradual_alt_single_capped,20262817,44.790403542943594,1501.0228470169052,0.06947270144448689,0.2817421755589696,0.047540838332299495,0.7058988121667668,True,13.27,completed_normally,2001,20.0
altF_trainval_00100,gradual_alt_single_capped,20262817,57.77973951297487,681.7436741996302,0.027499311105786146,0.02749931110589428,-0.07941602909557299,0.7856292663336748,False,,validity_envelope_gamma_exceeded,762,7.61
altF_trainval_00101,gradual_alt_single_capped,20262817,49.96786061422446,884.4610967345444,0.048905202810171765,0.048905202810171765,-0.06016187124433159,0.769589229191779,False,,completed_normally,2001,20.0
altF_trainval_00102,gradual_alt_single_capped,20262817,44.78372740108163,1427.1911852467797,0.06950374248866287,0.22061185069696262,0.04030094297301967,0.5943526998605094,False,,completed_normally,2001,20.0
altF_trainval_00103,gradual_alt_single_capped,20262817,57.077202682619586,1045.288669165994,0.029078141554484162,0.1961074316051567,0.01725513270537271,0.7699978998755928,False,,completed_normally,2001,20.0
altF_trainval_00104,gradual_alt_single_capped,20262817,53.78697712846186,1984.5180071246393,0.03729905856105512,0.2007604860567458,0.03729905856105512,0.7344654219545987,False,,completed_normally,2001,20.0
altF_trainval_00105,gradual_alt_single_capped,20262817,35.6130621080199,650.1987667544854,0.1287283133133785,0.35178537964115725,0.10286055421036744,0.4585074335789792,True,9.74,completed_normally,2001,20.0
altF_trainval_00106,gradual_alt_single_capped,20262817,62.30107311167973,1414.601303103428,0.018566074832621137,0.018566074832695643,-0.07425835585684937,0.752437137112386,False,,completed_normally,2001,20.0
altF_trainval_00107,gradual_alt_single_capped,20262817,54.46823104646837,1675.3457780961367,0.0354761497525862,0.03547614975275212,-0.07635678893970776,0.7862762086204276,False,,validity_envelope_gamma_exceeded,708,7.07
altF_trainval_00108,gradual_alt_single_capped,20262817,62.83076180572615,1419.9171131044066,0.017642178973845193,0.017642178973845193,-0.08421731806135713,0.7860462836248476,False,,validity_envelope_gamma_exceeded,842,8.41
altF_trainval_00109,gradual_alt_single_capped,20262817,59.4911443974204,1749.0402105985354,0.02388117485265823,0.023881174852771508,-0.0955757708436058,0.7857597303466392,False,,validity_envelope_gamma_exceeded,1037,10.36
altF_trainval_00110,gradual_alt_single_capped,20262817,39.63716233393821,1454.2065770514394,0.09803567220377146,0.2590605049100452,0.06470243584594731,0.5469256643013898,False,,completed_normally,2001,20.0
altF_trainval_00111,gradual_alt_single_capped,20262817,35.0527675097618,1450.6993476836137,0.13376918786773512,0.47778595887137726,0.0948308775543271,0.35033735287501766,True,5.75,completed_normally,2001,20.0
altF_trainval_00112,gradual_alt_single_capped,20262817,49.10824882950567,1895.4422349215208,0.05188824312564324,0.05188824312564324,-0.058442220520953825,0.6697623278103328,False,,completed_normally,2001,20.0
altF_trainval_00113,gradual_alt_single_capped,20262817,67.1362040121529,663.8636480457532,0.010916420830581391,0.010916420830581391,-0.09323498683376985,0.7880352592064616,False,,validity_envelope_gamma_exceeded,824,8.23
altF_trainval_00114,gradual_alt_single_capped,20262817,35.49764313583309,1661.2224333489105,0.12974943089204016,0.1297494308921107,-0.01601913100137775,0.564371893071504,False,,completed_normally,2001,20.0
altF_trainval_00115,gradual_alt_single_capped,20262817,62.42768731206898,1967.3024690548111,0.01834311821575349,0.01834311821575349,-0.08784460184359189,0.7855593796093021,False,,validity_envelope_gamma_exceeded,723,7.22
altF_trainval_00116,gradual_alt_single_capped,20262817,39.70314462219727,679.9653027568445,0.09760271070140089,0.3035921393693246,0.06746293622494659,0.6115524865966503,True,9.71,completed_normally,2001,20.0
altF_trainval_00117,gradual_alt_single_capped,20262817,33.235440610492034,1791.1617810806317,0.1516832282694501,0.4982855420652129,0.12353175397438974,0.26751211899242705,True,7.71,completed_normally,2001,20.0
altF_trainval_00118,gradual_alt_single_capped,20262817,49.907458503334894,1400.814485042284,0.04910991765468266,0.1879519435899694,0.02865422051007316,0.6364125169784636,False,,completed_normally,2001,20.0
altF_trainval_00119,gradual_alt_single_capped,20262817,72.67255932754966,692.5160096821951,0.003945578217875311,0.10722879460380978,0.003945578217875311,0.7372581530439363,False,,completed_normally,2001,20.0
altF_trainval_00120,gradual_alt_single_capped,20262817,52.70514977964286,1601.336255046362,0.04033744256363378,0.1890547556696166,0.040337442563579455,0.787506638438246,False,,validity_envelope_gamma_exceeded,700,6.99
altF_trainval_00121,gradual_alt_single_capped,20262817,58.10329978755575,1690.716008843779,0.026791054765236143,0.15063972370214906,0.026791054765236143,0.786261320210063,False,,validity_envelope_gamma_exceeded,975,9.74
altF_trainval_00122,gradual_alt_single_capped,20262817,45.189426596661086,1447.8875106271832,0.06764136331758025,0.3255605494374044,0.039718639189333604,0.7565492537079092,True,12.280000000000001,completed_normally,2001,20.0
altF_trainval_00123,gradual_alt_single_capped,20262817,33.98691974553926,1313.8735185527057,0.14397029529393165,0.14397029529393165,-0.019252627018800816,0.6124108949787156,False,,completed_normally,2001,20.0
altF_trainval_00124,gradual_alt_single_capped,20262817,36.39908887216029,1012.0135413245846,0.12200333009446163,0.4097784886996615,0.09094382394687728,0.45411614407981027,True,8.46,completed_normally,2001,20.0
altF_trainval_00125,gradual_alt_single_capped,20262817,38.478140286712076,1684.1254055681939,0.10598005385736206,0.10598005385736206,-0.03629851432861764,0.6530256542343787,False,,completed_normally,2001,20.0
altF_trainval_00126,gradual_alt_single_capped,20262817,65.50008037291188,1340.0396768790345,0.013318327276771014,0.01331832727687807,-0.08863461964270558,0.7866123528954344,False,,validity_envelope_gamma_exceeded,859,8.58
altF_trainval_00127,gradual_alt_single_capped,20262817,60.58060900969562,1472.4777077905778,0.02173368816830839,0.02173368816830839,-0.07123605466962513,0.7855150387996992,False,,validity_envelope_gamma_exceeded,1033,10.32
altF_trainval_00128,gradual_alt_single_capped,20262817,39.33523364017662,1126.4835421404907,0.10004273882503772,0.10004273882503772,-0.02622129600633466,0.5300470434767912,False,,completed_normally,2001,20.0
altF_trainval_00129,gradual_alt_single_capped,20262817,53.91469413047775,1615.7673787831538,0.036952142616584804,0.18308241082220578,0.03695214261650719,0.7873711964772878,False,,validity_envelope_gamma_exceeded,820,8.19
altF_trainval_00130,gradual_alt_single_capped,20262817,63.20040389064972,1005.0386218858886,0.01701098425360557,0.01701098425360557,-0.09552049853038269,0.7858056157108552,False,,validity_envelope_gamma_exceeded,806,8.05
altF_trainval_00131,gradual_alt_single_capped,20262817,69.84428476955593,1997.0693950323057,0.007301715983351212,0.007301715983540429,-0.09325491458464152,0.7864060205052995,False,,validity_envelope_gamma_exceeded,555,5.54
altF_trainval_00132,gradual_alt_single_capped,20262817,68.59825843465875,861.2965934113945,0.008912316146591066,0.008912316146777009,-0.10064358978092902,0.7854284238902496,False,,validity_envelope_gamma_exceeded,798,7.97
altF_trainval_00133,gradual_alt_single_capped,20262817,63.098810166875275,1810.980673262218,0.017183372892774936,0.13654803110319647,0.01718337289275373,0.7878840264709226,False,,validity_envelope_gamma_exceeded,1029,10.28
altF_trainval_00134,gradual_alt_single_capped,20262817,46.37005426788828,1841.501616433456,0.06248699139293247,0.06248699139303812,-0.08652574268369007,0.7859258058907875,False,,validity_envelope_gamma_exceeded,692,6.91
altF_trainval_00135,gradual_alt_single_capped,20262817,66.03910252249216,1871.3782324040035,0.012507495310159433,0.12209736220911649,0.012507495310084996,0.7856017344136779,False,,validity_envelope_gamma_exceeded,1013,10.120000000000001
altF_trainval_00136,gradual_alt_single_capped,20262817,68.87162775433904,770.2988999332412,0.008551542271055524,0.13242862152916016,0.008551542271055524,0.7684094660682339,False,,completed_normally,2001,20.0
altF_trainval_00137,gradual_alt_single_capped,20262817,30.81178421468215,1177.2964151371166,0.18000540451931826,0.18000540451931826,0.016448468664224725,0.5463758762903558,False,,completed_normally,2001,20.0
