trajectory_id,split
altF_trainval_00169,train
altF_trainval_00170,train
altF_trainval_00171,train
altF_trainval_00172,train
altF_trainval_00173,train
altF_trainval_00174,val
altF_trainval_00175,val
altF_trainval_00176,train
altF_trainval_00177,train
altF_trainval_00178,train
altF_trainval_00179,train
altF_trainval_00180,train
altF_trainval_00181,train
altF_trainval_00182,train
altF_trainval_00183,train
altF_trainval_00184,val
altF_trainval_00185,val
altF_trainval_00186,val
altF_trainval_00187,val
altF_trainval_00188,train
altF_trainval_00189,train
altF_trainval_00190,val
altF_trainval_00191,train
altF_trainval_00192,train
altF_trainval_00193,train
altF_trainval_00194,train
altF_trainval_00195,train
altF_trainval_00196,train
altF_trainval_00197,val
altF_trainval_00198,val
altF_trainval_00199,train
altF_trainval_00200,train
altF_trainval_00201,train
altF_trainval_00202,train
altF_trainval_00203,train
altF_trainval_00204,train
altF_trainval_00205,train
altF_trainval_00206,train
altF_trainval_00207,val
altF_trainval_00208,val
altF_trainval_00209,val
altF_trainval_00210,train
altF_trainval_00211,val
altF_trainval_00212,train
altF_trainval_00213,train
altF_trainval_00214,train
altF_trainval_00215,val
altF_trainval_00216,train
altF_trainval_00217,train
altF_trainval_00218,train
altF_trainval_00219,train
altF_trainval_00220,train
altF_trainval_00221,train
altF_trainval_00222,val
altF_trainval_00223,train
altF_trainval_00224,train
altF_trainval_00225,train
altF_trainval_00226,train
altF_trainval_00227,train
altF_trainval_00228,train
altF_trainval_00229,train
altF_trainval_00230,train
altF_trainval_00231,train
altF_trainval_00232,train
altF_trainval_00233,train
altF_trainval_00234,train
altF_trainval_00235,train
altF_trainval_00236,train
altF_trainval_00237,train
altF_trainval_00238,train
altF_trainval_00239,train
altF_trainval_00240,train
altF_trainval_00241,train
altF_trainval_00242,train
altF_trainval_00243,train
altF_trainval_00244,train
altF_trainval_00245,train
altF_trainval_00246,train
altF_trainval_00247,train
altF_trainval_00248,train
altF_trainval_00249,train
altF_trainval_00250,val
altF_trainval_00251,val
altF_trainval_00252,train
altF_trainval_00253,train
altF_trainval_00254,train
altF_trainval_00255,train
altF_trainval_00256,val
altF_trainval_00257,train
altF_trainval_00258,train
altF_trainval_00259,train
altF_trainval_00260,train
altF_trainval_00261,train
altF_trainval_00262,train
altF_trainval_00263,train
altF_trainval_00264,train
altF_trainval_00265,train
altF_trainval_00266,train
altF_trainval_00267,val
altF_trainval_00268,train
altF_trainval_00269,val
altF_trainval_00270,train
altF_trainval_00271,val
altF_trainval_00272,train
altF_trainval_00273,train
altF_trainval_00274,train
altF_trainval_00275,train
altF_trainval_00276,train
altF_trainval_00277,train
altF_trainval_00278,train
altF_trainval_00279,train
altF_trainval_00280,train
altF_trainval_00281,train
altF_trainval_00282,val
altF_trainval_00283,val
altF_trainval_00284,train
altF_trainval_00285,train
altF_trainval_00286,train
altF_trainval_00287,train
altF_trainval_00288,train
altF_trainval_00289,train
altF_trainval_00290,val
altF_trainval_00291,train
altF_trainval_00292,train
altF_trainval_00293,train
altF_trainval_00294,val
altF_trainval_00295,val
altF_trainval_00296,train
altF_trainval_00297,train
altF_trainval_00298,val
altF_trainval_00299,train
altF_trainval_00300,train
altF_trainval_00301,val
altF_trainval_00302,train
altF_trainval_00303,train
altF_trainval_00304,val
altF_trainval_00305,train
altF_trainval_00306,train
altF_trainval_00307,train
altF_trainval_00308,train
altF_trainval_00309,train
altF_trainval_00310,val
altF_trainval_00311,train
altF_trainval_00312,train
altF_trainval_00313,train
altF_trainval_00314,train
altF_trainval_00315,train
altF_trainval_00316,train
altF_trainval_00317,train
altF_trainval_00318,train
altF_trainval_00319,train
altF_trainval_00320,val
altF_trainval_00321,train
altF_trainval_00322,val
altF_trainval_00323,train
altF_trainval_00324,val
altF_trainval_00325,train
altF_trainval_00326,train
altF_trainval_00327,train
altF_trainval_00328,train
altF_trainval_00329,train
altF_trainval_00330,train
altF_trainval_00331,val
altF_trainval_00332,val
altF_trainval_00333,train
altF_trainval_00334,train
altF_trainval_00335,val
altF_trainval_00336,train
altF_trainval_00337,train
altF_trainval_00338,train
altF_trainval_00339,train
altF_trainval_00340,train
altF_trainval_00341,val
altF_trainval_00342,val
altF_trainval_00343,train
altF_trainval_00344,train
altF_trainval_00345,train
altF_trainval_00346,train
altF_trainval_00347,val
altF_trainval_00348,train
altF_trainval_00349,train
