trajectory_id,split
traj_00200,test
traj_00201,train
traj_00202,train
traj_00203,train
traj_00204,train
traj_00205,train
traj_00206,train
traj_00207,train
traj_00208,train
traj_00209,val
traj_00210,test
traj_00211,train
traj_00212,train
traj_00213,train
traj_00214,train
traj_00215,train
traj_00216,train
traj_00217,train
traj_00218,train
traj_00219,train
traj_00220,train
traj_00221,val
traj_00222,train
traj_00223,train
traj_00224,train
traj_00225,val
traj_00226,train
traj_00227,val
traj_00228,test
traj_00229,val
traj_00230,train
traj_00231,test
traj_00232,train
traj_00233,val
traj_00234,train
traj_00235,train
traj_00236,train
traj_00237,test
traj_00238,val
traj_00239,train
traj_00240,train
traj_00241,train
traj_00242,train
traj_00243,train
traj_00244,val
traj_00245,train
traj_00246,val
traj_00247,train
traj_00248,train
traj_00249,train
traj_00250,test
traj_00251,test
traj_00252,train
traj_00253,train
traj_00254,train
traj_00255,train
traj_00256,train
traj_00257,val
traj_00258,train
traj_00259,test
traj_00260,train
traj_00261,train
traj_00262,train
traj_00263,train
traj_00264,test
traj_00265,train
traj_00266,train
traj_00267,train
traj_00268,train
traj_00269,train
traj_00270,train
traj_00271,train
traj_00272,train
traj_00273,train
traj_00274,val
traj_00275,train
traj_00276,train
traj_00277,train
traj_00278,val
traj_00279,train
traj_00280,train
traj_00281,val
traj_00282,train
traj_00283,train
traj_00284,train
traj_00285,train
traj_00286,train
traj_00287,test
traj_00288,val
traj_00289,train
traj_00290,test
traj_00291,train
traj_00292,val
traj_00293,val
traj_00294,val
traj_00295,train
traj_00296,train
traj_00297,train
traj_00298,train
traj_00299,test
traj_00300,test
traj_00301,train
traj_00302,test
traj_00303,train
traj_00304,train
traj_00305,train
traj_00306,test
traj_00307,train
traj_00308,val
traj_00309,train
traj_00310,val
traj_00311,val
traj_00312,train
traj_00313,train
traj_00314,test
traj_00315,train
traj_00316,train
traj_00317,val
traj_00318,train
traj_00319,train
traj_00320,val
traj_00321,test
traj_00322,test
traj_00323,train
traj_00324,train
traj_00325,test
traj_00326,train
traj_00327,train
traj_00328,train
traj_00329,test
traj_00330,train
traj_00331,train
traj_00332,train
traj_00333,train
traj_00334,test
traj_00335,train
traj_00336,test
traj_00337,test
traj_00338,train
traj_00339,test
traj_00340,train
traj_00341,train
traj_00342,train
traj_00343,test
traj_00344,train
traj_00345,train
traj_00346,val
traj_00347,train
traj_00348,train
traj_00349,val
traj_00350,val
traj_00351,test
traj_00352,train
traj_00353,train
traj_00354,val
traj_00355,test
traj_00356,train
traj_00357,val
traj_00358,train
traj_00359,train
traj_00360,train
traj_00361,train
traj_00362,train
traj_00363,train
traj_00364,train
traj_00365,train
traj_00366,val
traj_00367,val
traj_00368,train
traj_00369,val
traj_00370,train
traj_00371,train
traj_00372,test
traj_00373,train
traj_00374,test
traj_00375,train
traj_00376,train
traj_00377,test
traj_00378,train
traj_00379,train
traj_00380,train
traj_00381,train
traj_00382,train
traj_00383,train
traj_00384,train
traj_00385,train
traj_00386,train
traj_00387,train
traj_00388,val
traj_00389,train
traj_00390,train
traj_00391,val
traj_00392,train
traj_00393,train
traj_00394,train
traj_00395,train
traj_00396,train
traj_00397,train
traj_00398,train
traj_00399,train
traj_00400,train
traj_00401,train
traj_00402,train
traj_00403,train
traj_00404,train
traj_00405,train
traj_00406,val
traj_00407,train
traj_00408,val
traj_00409,train
traj_00410,val
traj_00411,train
traj_00412,train
traj_00413,test
traj_00414,train
traj_00415,test
traj_00416,train
traj_00417,train
traj_00418,test
traj_00419,train
traj_00420,train
traj_00421,test
traj_00422,train
traj_00423,train
traj_00424,train
traj_00425,test
traj_00426,val
traj_00427,train
traj_00428,test
traj_00429,train
traj_00430,train
traj_00431,train
traj_00432,train
traj_00433,train
traj_00434,test
traj_00435,train
traj_00436,train
traj_00437,train
traj_00438,train
traj_00439,train
traj_00440,train
traj_00441,train
traj_00442,train
traj_00443,val
traj_00444,train
traj_00445,train
traj_00446,train
traj_00447,train
traj_00448,test
traj_00449,train
traj_00450,train
traj_00451,train
traj_00452,train
traj_00453,train
traj_00454,train
traj_00455,train
traj_00456,test
traj_00457,train
traj_00458,train
traj_00459,test
traj_00460,val
traj_00461,train
traj_00462,train
traj_00463,val
traj_00464,val
traj_00465,test
traj_00466,train
traj_00467,train
traj_00468,val
traj_00469,train
traj_00470,train
traj_00471,test
traj_00472,val
traj_00473,test
traj_00474,train
traj_00475,train
traj_00476,val
traj_00477,train
traj_00478,val
traj_00479,val
traj_00480,train
traj_00481,train
traj_00482,train
traj_00483,val
traj_00484,val
traj_00485,val
traj_00486,train
traj_00487,val
traj_00488,train
traj_00489,train
traj_00490,train
traj_00491,train
traj_00492,train
traj_00493,train
traj_00494,val
traj_00495,train
traj_00496,train
traj_00497,train
traj_00498,train
traj_00499,test
traj_00500,test
traj_00501,train
traj_00502,train
traj_00503,val
traj_00504,test
traj_00505,train
traj_00506,train
traj_00507,train
traj_00508,test
traj_00509,train
traj_00510,val
traj_00511,train
traj_00512,train
traj_00513,train
traj_00514,train
traj_00515,train
traj_00516,val
traj_00517,train
traj_00518,val
traj_00519,train
traj_00520,train
traj_00521,train
traj_00522,val
traj_00523,train
traj_00524,train
traj_00525,train
traj_00526,train
traj_00527,train
traj_00528,train
traj_00529,train
traj_00530,train
traj_00531,val
traj_00532,val
traj_00533,train
traj_00534,train
traj_00535,train
traj_00536,train
traj_00537,test
traj_00538,train
traj_00539,val
traj_00540,train
traj_00541,train
traj_00542,train
traj_00543,train
traj_00544,train
traj_00545,test
traj_00546,train
traj_00547,test
traj_00548,train
traj_00549,train
traj_00550,train
traj_00551,train
traj_00552,train
traj_00553,val
traj_00554,train
traj_00555,train
traj_00556,train
traj_00557,train
traj_00558,test
traj_00559,train
traj_00560,train
traj_00561,test
traj_00562,train
traj_00563,val
traj_00564,train
traj_00565,val
traj_00566,train
traj_00567,val
traj_00568,train
traj_00569,train
traj_00570,train
traj_00571,train
traj_00572,val
traj_00573,train
traj_00574,train
traj_00575,train
traj_00576,val
traj_00577,train
traj_00578,train
traj_00579,train
traj_00580,train
traj_00581,test
traj_00582,val
traj_00583,train
traj_00584,train
traj_00585,train
traj_00586,train
traj_00587,train
traj_00588,train
traj_00589,train
traj_00590,train
traj_00591,test
traj_00592,val
traj_00593,test
traj_00594,val
traj_00595,train
traj_00596,train
traj_00597,train
traj_00598,test
traj_00599,val
traj_00600,train
traj_00601,train
traj_00602,train
traj_00603,train
traj_00604,train
traj_00605,train
traj_00606,train
traj_00607,train
traj_00608,train
traj_00609,val
traj_00610,test
traj_00611,test
traj_00612,train
traj_00613,train
traj_00614,train
traj_00615,train
traj_00616,train
traj_00617,train
traj_00618,train
traj_00619,train
traj_00620,train
traj_00621,train
traj_00622,test
traj_00623,train
traj_00624,train
traj_00625,train
traj_00626,val
traj_00627,train
traj_00628,train
traj_00629,train
traj_00630,val
traj_00631,train
traj_00632,train
traj_00633,train
traj_00634,test
traj_00635,train
traj_00636,train
traj_00637,test
traj_00638,train
traj_00639,train
traj_00640,train
traj_00641,train
traj_00642,train
traj_00643,val
traj_00644,train
traj_00645,train
traj_00646,train
traj_00647,train
traj_00648,test
traj_00649,train
traj_00650,train
traj_00651,test
traj_00652,val
traj_00653,test
traj_00654,train
traj_00655,test
traj_00656,train
traj_00657,train
traj_00658,train
traj_00659,test
traj_00660,val
traj_00661,train
traj_00662,train
traj_00663,train
traj_00664,train
traj_00665,train
traj_00666,train
traj_00667,train
traj_00668,train
traj_00669,val
traj_00670,train
traj_00671,val
traj_00672,train
traj_00673,train
traj_00674,train
traj_00675,val
traj_00676,val
traj_00677,train
traj_00678,train
traj_00679,test
traj_00680,val
traj_00681,train
traj_00682,train
traj_00683,train
traj_00684,train
traj_00685,train
traj_00686,test
traj_00687,train
traj_00688,train
traj_00689,train
traj_00690,test
traj_00691,train
traj_00692,test
traj_00693,train
traj_00694,val
traj_00695,train
traj_00696,val
traj_00697,train
traj_00698,val
traj_00699,train
traj_00700,test
traj_00701,train
traj_00702,test
traj_00703,val
traj_00704,train
traj_00705,train
traj_00706,train
traj_00707,test
traj_00708,train
traj_00709,train
traj_00710,train
traj_00711,train
traj_00712,train
traj_00713,train
traj_00714,val
traj_00715,train
traj_00716,train
traj_00717,train
traj_00718,train
traj_00719,train
traj_00720,train
traj_00721,train
traj_00722,train
traj_00723,val
traj_00724,val
traj_00725,test
traj_00726,train
traj_00727,train
traj_00728,train
traj_00729,test
traj_00730,train
traj_00731,train
traj_00732,test
traj_00733,train
traj_00734,train
traj_00735,train
traj_00736,train
traj_00737,train
traj_00738,train
traj_00739,train
traj_00740,test
traj_00741,train
traj_00742,train
traj_00743,val
traj_00744,val
traj_00745,train
traj_00746,test
traj_00747,val
traj_00748,test
traj_00749,train
traj_00750,test
traj_00751,train
traj_00752,train
traj_00753,train
traj_00754,train
traj_00755,train
traj_00756,train
traj_00757,train
traj_00758,train
traj_00759,train
traj_00760,train
traj_00761,train
traj_00762,train
traj_00763,train
traj_00764,val
traj_00765,train
traj_00766,train
traj_00767,train
traj_00768,test
traj_00769,train
traj_00770,train
traj_00771,train
traj_00772,val
traj_00773,train
traj_00774,train
traj_00775,val
traj_00776,train
traj_00777,train
traj_00778,train
traj_00779,test
traj_00780,train
traj_00781,train
traj_00782,val
traj_00783,test
traj_00784,train
traj_00785,test
traj_00786,val
traj_00787,train
traj_00788,train
traj_00789,train
traj_00790,val
traj_00791,train
traj_00792,val
traj_00793,train
traj_00794,train
traj_00795,train
traj_00796,train
traj_00797,train
traj_00798,val
traj_00799,train
traj_00800,train
traj_00801,train
traj_00802,train
traj_00803,train
traj_00804,train
traj_00805,test
traj_00806,train
traj_00807,train
traj_00808,test
traj_00809,train
traj_00810,train
traj_00811,train
traj_00812,train
traj_00813,train
traj_00814,train
traj_00815,train
traj_00816,train
traj_00817,train
traj_00818,test
traj_00819,val
traj_00820,train
traj_00821,train
traj_00822,test
traj_00823,train
traj_00824,test
traj_00825,test
traj_00826,train
traj_00827,train
traj_00828,val
traj_00829,test
traj_00830,val
traj_00831,val
traj_00832,train
traj_00833,val
traj_00834,train
traj_00835,train
traj_00836,train
traj_00837,train
traj_00838,train
traj_00839,train
traj_00840,train
traj_00841,train
traj_00842,val
traj_00843,train
traj_00844,val
traj_00845,val
traj_00846,train
traj_00847,train
traj_00848,train
traj_00849,train
traj_00850,train
traj_00851,train
traj_00852,train
traj_00853,train
traj_00854,train
traj_00855,train
traj_00856,test
traj_00857,val
traj_00858,train
traj_00859,train
traj_00860,train
traj_00861,train
traj_00862,train
traj_00863,train
traj_00864,test
traj_00865,train
traj_00866,train
traj_00867,train
traj_00868,test
traj_00869,val
traj_00870,train
traj_00871,train
traj_00872,test
traj_00873,train
traj_00874,train
traj_00875,train
traj_00876,train
traj_00877,train
traj_00878,train
traj_00879,test
traj_00880,train
traj_00881,val
traj_00882,val
traj_00883,train
traj_00884,train
traj_00885,train
traj_00886,test
traj_00887,val
traj_00888,train
traj_00889,train
traj_00890,train
traj_00891,val
traj_00892,train
traj_00893,val
traj_00894,train
traj_00895,train
traj_00896,train
traj_00897,train
traj_00898,train
traj_00899,train
traj_00900,train
traj_00901,train
traj_00902,test
traj_00903,test
traj_00904,train
traj_00905,test
traj_00906,train
traj_00907,train
traj_00908,train
traj_00909,train
traj_00910,train
traj_00911,train
traj_00912,test
traj_00913,test
traj_00914,train
traj_00915,train
traj_00916,train
traj_00917,train
traj_00918,test
traj_00919,train
traj_00920,train
traj_00921,train
traj_00922,train
traj_00923,test
traj_00924,train
traj_00925,train
traj_00926,test
traj_00927,train
traj_00928,test
traj_00929,train
traj_00930,val
traj_00931,train
traj_00932,train
traj_00933,train
traj_00934,train
traj_00935,train
traj_00936,train
traj_00937,test
traj_00938,train
traj_00939,test
traj_00940,test
traj_00941,test
traj_00942,train
traj_00943,val
traj_00944,train
traj_00945,train
traj_00946,train
traj_00947,val
traj_00948,train
traj_00949,val
traj_00950,train
traj_00951,train
traj_00952,train
traj_00953,train
traj_00954,test
traj_00955,train
traj_00956,test
traj_00957,train
traj_00958,train
traj_00959,train
traj_00960,train
traj_00961,train
traj_00962,train
traj_00963,train
traj_00964,train
traj_00965,train
traj_00966,train
traj_00967,val
traj_00968,test
traj_00969,val
traj_00970,train
traj_00971,train
traj_00972,train
traj_00973,train
traj_00974,test
traj_00975,train
traj_00976,val
traj_00977,train
traj_00978,train
traj_00979,test
traj_00980,train
traj_00981,train
traj_00982,test
traj_00983,train
traj_00984,val
traj_00985,train
traj_00986,train
traj_00987,train
traj_00988,train
traj_00989,train
traj_00990,train
traj_00991,train
traj_00992,train
traj_00993,train
traj_00994,test
traj_00995,train
traj_00996,train
traj_00997,val
traj_00998,train
traj_00999,train
traj_01000,train
traj_01001,train
traj_01002,train
traj_01003,train
traj_01004,train
traj_01005,train
traj_01006,train
traj_01007,train
traj_01008,train
traj_01009,test
traj_01010,train
traj_01011,train
traj_01012,val
traj_01013,train
traj_01014,train
traj_01015,train
traj_01016,train
traj_01017,train
traj_01018,train
traj_01019,train
traj_01020,train
traj_01021,train
traj_01022,train
traj_01023,train
traj_01024,train
traj_01025,train
traj_01026,train
traj_01027,val
traj_01028,train
traj_01029,test
traj_01030,train
traj_01031,train
traj_01032,train
traj_01033,val
traj_01034,train
traj_01035,train
traj_01036,train
traj_01037,test
traj_01038,train
traj_01039,train
traj_01040,val
traj_01041,train
traj_01042,val
traj_01043,train
traj_01044,train
traj_01045,train
traj_01046,train
traj_01047,train
traj_01048,val
traj_01049,train
traj_01050,train
traj_01051,train
traj_01052,train
traj_01053,train
traj_01054,train
traj_01055,test
traj_01056,train
traj_01057,train
traj_01058,test
traj_01059,train
traj_01060,val
traj_01061,train
traj_01062,test
traj_01063,train
traj_01064,val
traj_01065,test
traj_01066,test
traj_01067,train
traj_01068,train
traj_01069,train
traj_01070,val
traj_01071,train
traj_01072,train
traj_01073,train
traj_01074,train
traj_01075,train
traj_01076,train
traj_01077,train
traj_01078,train
traj_01079,train
traj_01080,val
traj_01081,train
traj_01082,train
traj_01083,val
traj_01084,train
traj_01085,train
traj_01086,train
traj_01087,train
traj_01088,train
traj_01089,test
traj_01090,train
traj_01091,val
traj_01092,train
traj_01093,train
traj_01094,train
traj_01095,test
traj_01096,val
traj_01097,train
traj_01098,train
traj_01099,val
traj_01100,train
traj_01101,train
traj_01102,train
traj_01103,train
traj_01104,train
traj_01105,train
traj_01106,val
traj_01107,train
traj_01108,test
traj_01109,train
traj_01110,train
traj_01111,train
traj_01112,train
traj_01113,train
traj_01114,train
traj_01115,test
traj_01116,train
traj_01117,train
traj_01118,train
traj_01119,train
traj_01120,train
traj_01121,train
traj_01122,train
traj_01123,train
traj_01124,train
traj_01125,train
traj_01126,train
traj_01127,train
traj_01128,train
traj_01129,train
traj_01130,val
traj_01131,test
traj_01132,test
traj_01133,train
traj_01134,train
traj_01135,test
traj_01136,train
traj_01137,train
traj_01138,test
traj_01139,train
traj_01140,train
traj_01141,train
traj_01142,val
traj_01143,test
traj_01144,train
traj_01145,test
traj_01146,train
traj_01147,train
traj_01148,train
traj_01149,val
traj_01150,train
traj_01151,test
traj_01152,train
traj_01153,train
traj_01154,val
traj_01155,test
traj_01156,val
traj_01157,train
traj_01158,train
traj_01159,train
traj_01160,train
traj_01161,test
traj_01162,test
traj_01163,train
traj_01164,train
traj_01165,test
traj_01166,train
traj_01167,val
traj_01168,val
traj_01169,test
traj_01170,train
traj_01171,val
traj_01172,train
traj_01173,test
traj_01174,test
traj_01175,train
traj_01176,train
traj_01177,train
traj_01178,val
traj_01179,train
traj_01180,train
traj_01181,val
traj_01182,train
traj_01183,test
traj_01184,test
traj_01185,train
traj_01186,train
traj_01187,test
traj_01188,train
traj_01189,test
traj_01190,train
traj_01191,train
traj_01192,train
traj_01193,train
traj_01194,train
traj_01195,train
traj_01196,train
traj_01197,test
traj_01198,train
traj_01199,test
traj_01200,train
traj_01201,train
traj_01202,train
traj_01203,train
traj_01204,train
traj_01205,train
traj_01206,train
traj_01207,val
traj_01208,train
traj_01209,val
traj_01210,train
traj_01211,test
traj_01212,test
traj_01213,train
traj_01214,train
traj_01215,train
traj_01216,train
traj_01217,train
traj_01218,val
traj_01219,val
traj_01220,train
traj_01221,train
traj_01222,val
traj_01223,test
traj_01224,test
traj_01225,test
traj_01226,val
traj_01227,train
traj_01228,val
traj_01229,train
traj_01230,train
traj_01231,test
traj_01232,test
traj_01233,train
traj_01234,train
traj_01235,train
traj_01236,train
traj_01237,val
traj_01238,train
traj_01239,train
traj_01240,train
traj_01241,test
traj_01242,train
traj_01243,train
traj_01244,train
traj_01245,train
traj_01246,val
traj_01247,train
traj_01248,test
traj_01249,train
traj_01250,val
traj_01251,train
traj_01252,train
traj_01253,test
traj_01254,val
traj_01255,train
traj_01256,test
traj_01257,train
traj_01258,test
traj_01259,train
traj_01260,val
traj_01261,train
traj_01262,test
traj_01263,train
traj_01264,val
traj_01265,val
traj_01266,test
traj_01267,train
traj_01268,val
traj_01269,val
traj_01270,train
traj_01271,train
traj_01272,train
traj_01273,train
traj_01274,val
traj_01275,train
traj_01276,train
traj_01277,train
traj_01278,train
traj_01279,val
traj_01280,val
traj_01281,train
traj_01282,train
traj_01283,train
traj_01284,train
traj_01285,val
traj_01286,train
traj_01287,test
traj_01288,train
traj_01289,val
traj_01290,test
traj_01291,train
traj_01292,train
traj_01293,val
traj_01294,test
traj_01295,train
traj_01296,train
traj_01297,val
traj_01298,val
traj_01299,train
traj_01300,train
traj_01301,train
traj_01302,train
traj_01303,train
traj_01304,train
traj_01305,val
traj_01306,val
traj_01307,train
traj_01308,train
traj_01309,train
traj_01310,train
traj_01311,train
traj_01312,train
traj_01313,train
traj_01314,train
traj_01315,test
traj_01316,test
traj_01317,val
traj_01318,train
traj_01319,train
traj_01320,train
traj_01321,train
traj_01322,train
traj_01323,val
traj_01324,val
traj_01325,train
traj_01326,test
traj_01327,train
traj_01328,test
traj_01329,train
traj_01330,train
traj_01331,val
traj_01332,val
traj_01333,train
traj_01334,test
traj_01335,val
traj_01336,train
traj_01337,train
traj_01338,val
traj_01339,test
traj_01340,train
traj_01341,train
traj_01342,train
traj_01343,train
traj_01344,train
traj_01345,train
traj_01346,train
traj_01347,val
traj_01348,val
traj_01349,test
traj_01350,train
traj_01351,train
traj_01352,train
traj_01353,train
traj_01354,train
traj_01355,train
traj_01356,train
traj_01357,train
traj_01358,val
traj_01359,train
traj_01360,test
traj_01361,train
traj_01362,train
traj_01363,test
traj_01364,train
traj_01365,train
traj_01366,train
traj_01367,train
traj_01368,train
traj_01369,train
traj_01370,test
traj_01371,test
traj_01372,train
traj_01373,val
traj_01374,test
traj_01375,train
traj_01376,train
traj_01377,val
traj_01378,train
traj_01379,train
traj_01380,val
traj_01381,train
traj_01382,train
traj_01383,train
traj_01384,test
traj_01385,train
traj_01386,train
traj_01387,train
traj_01388,train
traj_01389,val
traj_01390,train
traj_01391,train
traj_01392,train
traj_01393,test
traj_01394,train
traj_01395,train
traj_01396,train
traj_01397,train
traj_01398,train
traj_01399,train
traj_01400,val
traj_01401,train
traj_01402,train
traj_01403,test
traj_01404,train
traj_01405,train
traj_01406,val
traj_01407,train
traj_01408,train
traj_01409,test
traj_01410,train
traj_01411,train
traj_01412,test
traj_01413,train
traj_01414,train
traj_01415,train
traj_01416,train
traj_01417,train
traj_01418,train
traj_01419,train
traj_01420,test
traj_01421,train
traj_01422,train
traj_01423,train
traj_01424,test
traj_01425,train
traj_01426,train
traj_01427,train
traj_01428,test
traj_01429,train
traj_01430,val
traj_01431,train
traj_01432,train
traj_01433,val
traj_01434,train
traj_01435,train
traj_01436,train
traj_01437,val
traj_01438,train
traj_01439,train
traj_01440,train
traj_01441,val
traj_01442,train
traj_01443,train
traj_01444,val
traj_01445,train
traj_01446,test
traj_01447,val
traj_01448,val
traj_01449,val
traj_01450,train
traj_01451,train
traj_01452,train
traj_01453,val
traj_01454,test
traj_01455,test
traj_01456,train
traj_01457,train
traj_01458,train
traj_01459,train
traj_01460,train
traj_01461,val
traj_01462,test
traj_01463,train
traj_01464,train
traj_01465,val
traj_01466,train
traj_01467,train
traj_01468,train
traj_01469,train
traj_01470,val
traj_01471,test
traj_01472,train
traj_01473,train
traj_01474,train
traj_01475,val
traj_01476,train
traj_01477,train
traj_01478,train
traj_01479,train
traj_01480,train
traj_01481,train
traj_01482,val
traj_01483,train
traj_01484,test
traj_01485,train
traj_01486,test
traj_01487,val
traj_01488,train
traj_01489,val
traj_01490,train
traj_01491,train
traj_01492,train
traj_01493,train
traj_01494,train
traj_01495,train
traj_01496,train
traj_01497,train
traj_01498,train
traj_01499,val
traj_01500,train
traj_01501,val
traj_01502,train
traj_01503,train
traj_01504,train
traj_01505,test
traj_01506,train
traj_01507,train
traj_01508,train
traj_01509,train
traj_01510,test
traj_01511,train
traj_01512,test
traj_01513,val
traj_01514,train
traj_01515,val
traj_01516,train
traj_01517,test
traj_01518,test
traj_01519,test
traj_01520,train
traj_01521,test
traj_01522,test
traj_01523,train
traj_01524,train
traj_01525,test
traj_01526,train
traj_01527,train
traj_01528,train
traj_01529,train
traj_01530,test
traj_01531,train
traj_01532,train
traj_01533,train
traj_01534,train
traj_01535,train
traj_01536,train
traj_01537,val
traj_01538,train
traj_01539,train
traj_01540,train
traj_01541,train
traj_01542,train
traj_01543,test
traj_01544,train
traj_01545,test
traj_01546,val
traj_01547,train
traj_01548,train
traj_01549,train
traj_01550,test
traj_01551,train
traj_01552,train
traj_01553,train
traj_01554,train
traj_01555,test
traj_01556,val
traj_01557,train
traj_01558,train
traj_01559,train
traj_01560,train
traj_01561,train
traj_01562,train
traj_01563,train
traj_01564,test
traj_01565,train
traj_01566,train
traj_01567,train
traj_01568,train
traj_01569,train
traj_01570,test
traj_01571,test
traj_01572,val
traj_01573,train
traj_01574,test
traj_01575,val
traj_01576,val
traj_01577,val
traj_01578,train
traj_01579,train
traj_01580,train
traj_01581,train
traj_01582,train
traj_01583,train
traj_01584,train
traj_01585,train
traj_01586,test
traj_01587,train
traj_01588,train
traj_01589,val
traj_01590,train
traj_01591,test
traj_01592,train
traj_01593,train
traj_01594,test
traj_01595,val
traj_01596,train
traj_01597,val
traj_01598,train
traj_01599,val
traj_01600,train
traj_01601,train
traj_01602,test
traj_01603,train
traj_01604,val
traj_01605,test
traj_01606,train
traj_01607,train
traj_01608,test
traj_01609,train
traj_01610,train
traj_01611,train
traj_01612,train
traj_01613,val
traj_01614,test
traj_01615,train
traj_01616,train
traj_01617,train
traj_01618,val
traj_01619,train
traj_01620,train
traj_01621,train
traj_01622,train
traj_01623,train
traj_01624,val
traj_01625,test
traj_01626,val
traj_01627,train
traj_01628,train
traj_01629,train
traj_01630,val
traj_01631,train
traj_01632,train
traj_01633,train
traj_01634,test
traj_01635,train
traj_01636,train
traj_01637,val
traj_01638,test
traj_01639,train
traj_01640,val
traj_01641,test
traj_01642,val
traj_01643,train
traj_01644,train
traj_01645,train
traj_01646,test
traj_01647,train
traj_01648,train
traj_01649,val
traj_01650,train
traj_01651,train
traj_01652,test
traj_01653,train
traj_01654,train
traj_01655,train
traj_01656,train
traj_01657,val
traj_01658,test
traj_01659,train
traj_01660,train
traj_01661,train
traj_01662,train
traj_01663,val
traj_01664,train
traj_01665,train
traj_01666,train
traj_01667,train
traj_01668,test
traj_01669,train
traj_01670,train
traj_01671,train
traj_01672,test
traj_01673,test
traj_01674,train
traj_01675,train
traj_01676,test
traj_01677,train
traj_01678,test
traj_01679,train
traj_01680,train
traj_01681,train
traj_01682,train
traj_01683,train
traj_01684,train
traj_01685,test
traj_01686,train
traj_01687,train
traj_01688,train
traj_01689,train
traj_01690,train
traj_01691,val
traj_01692,train
traj_01693,train
traj_01694,train
traj_01695,test
traj_01696,train
traj_01697,val
traj_01698,test
traj_01699,train
traj_01700,train
traj_01701,train
traj_01702,train
traj_01703,train
traj_01704,train
traj_01705,test
traj_01706,train
traj_01707,train
traj_01708,val
traj_01709,train
traj_01710,train
traj_01711,train
traj_01712,train
traj_01713,train
traj_01714,train
traj_01715,val
traj_01716,train
traj_01717,train
traj_01718,train
traj_01719,test
traj_01720,train
traj_01721,train
traj_01722,train
traj_01723,test
traj_01724,test
traj_01725,test
traj_01726,train
traj_01727,train
traj_01728,train
traj_01729,train
traj_01730,train
traj_01731,val
traj_01732,val
traj_01733,train
traj_01734,train
traj_01735,val
traj_01736,val
traj_01737,test
traj_01738,train
traj_01739,test
traj_01740,train
traj_01741,train
traj_01742,train
traj_01743,test
traj_01744,train
traj_01745,train
traj_01746,train
